"SEED","SUBERR793601"
"SEED;Amino Acids and Derivatives;Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate);5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19);",2
"SEED;Amino Acids and Derivatives;Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate);Chorismate synthase (EC 4.2.3.5);",1
"SEED;Amino Acids and Derivatives;Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate);Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25);",1
"SEED;Amino Acids and Derivatives;Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate);Shikimate kinase I (EC 2.7.1.71);",1
"SEED;Amino Acids and Derivatives;Cyanophycin Metabolism;Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30);",1
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis, MCB 432;Cys regulon transcriptional activator CysB;",2
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis, MCB 432;Cysteine synthase (EC 2.5.1.47);",1
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis, MCB 432;Sulfate permease;",1
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis, MCB 432;Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2);",1
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis;Cys regulon transcriptional activator CysB;",2
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis;Cysteine synthase (EC 2.5.1.47);",1
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis;Sulfate permease;",1
"SEED;Amino Acids and Derivatives;Cysteine Biosynthesis;Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2);",1
"SEED;Amino Acids and Derivatives;Evolution of Proline Biosynthesis (for review by Fichman et al);Acetylglutamate kinase (EC 2.7.2.8);",1
"SEED;Amino Acids and Derivatives;Evolution of Proline Biosynthesis (for review by Fichman et al);N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38);",1
"SEED;Amino Acids and Derivatives;Glutamate dehydrogenases;NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form;",2
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;Aspartate aminotransferase (EC 2.6.1.1);",2
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;Aspartate racemase (EC 5.1.1.13);",1
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;Glutamate racemase (EC 5.1.1.3);",1
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;Glutamate synthase [NADPH] large chain (EC 1.4.1.13);",1
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;Glutamate synthase [NADPH] small chain (EC 1.4.1.13);",1
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;glutamine synthetase family protein;",1
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;L-asparaginase (EC 3.5.1.1);",1
"SEED;Amino Acids and Derivatives;Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis;NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form;",2
"SEED;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine metabolism in plants;Aconitate hydratase (EC 4.2.1.3);",1
"SEED;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine metabolism in plants;Aspartate aminotransferase (EC 2.6.1.1);",2
"SEED;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine metabolism in plants;Citrate synthase (si) (EC 2.3.3.1);",2
"SEED;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine metabolism in plants;Phosphoenolpyruvate carboxylase (EC 4.1.1.31);",1
"SEED;Amino Acids and Derivatives;Glycine and Serine Utilization;D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95);",1
"SEED;Amino Acids and Derivatives;Glycine and Serine Utilization;Glycerate kinase (EC 2.7.1.31);",1
"SEED;Amino Acids and Derivatives;Glycine and Serine Utilization;Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2);",2
"SEED;Amino Acids and Derivatives;Glycine cleavage system;Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2);",2
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in plants;Adenylosuccinate synthetase (EC 6.3.4.4);",3
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in plants;ATP phosphoribosyltransferase (EC 2.4.2.17);",2
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in plants;Histidinol-phosphatase (EC 3.1.3.15);",1
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in Streptococci;Adenylosuccinate synthetase (EC 6.3.4.4);",3
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in Streptococci;ATP phosphoribosyltransferase (EC 2.4.2.17);",2
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in Streptococci;ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17);",1
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis in Streptococci;Histidinol-phosphatase (EC 3.1.3.15);",1
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis;ATP phosphoribosyltransferase (EC 2.4.2.17);",2
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis;ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17);",1
"SEED;Amino Acids and Derivatives;Histidine Biosynthesis;Histidinol-phosphatase (EC 3.1.3.15);",1
"SEED;Amino Acids and Derivatives;Histidine Degradation in Streptococci;Histidine ammonia-lyase (EC 4.3.1.3);",1
"SEED;Amino Acids and Derivatives;Histidine Degradation in Streptococci;Histidine utilization repressor;",1
"SEED;Amino Acids and Derivatives;Histidine Degradation;Histidine ammonia-lyase (EC 4.3.1.3);",1
"SEED;Amino Acids and Derivatives;Histidine Degradation;Histidine utilization repressor;",1
"SEED;Amino Acids and Derivatives;HMG CoA Synthesis;Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4);",2
"SEED;Amino Acids and Derivatives;HMG CoA Synthesis;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1
"SEED;Amino Acids and Derivatives;HMG-CoA;Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168);",2
"SEED;Amino Acids and Derivatives;HMG-CoA;Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4);",1
"SEED;Amino Acids and Derivatives;HMG-CoA;Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4);",2
"SEED;Amino Acids and Derivatives;HMG-CoA;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1
"SEED;Amino Acids and Derivatives;Isoleucine degradation;3-ketoacyl-CoA thiolase (EC 2.3.1.16);",3
"SEED;Amino Acids and Derivatives;Isoleucine degradation;Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2);",2
"SEED;Amino Acids and Derivatives;Isoleucine degradation;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Amino Acids and Derivatives;Isoleucine degradation;Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168);",2
"SEED;Amino Acids and Derivatives;Isoleucine degradation;Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4);",1
"SEED;Amino Acids and Derivatives;Isoleucine degradation;Enoyl-CoA hydratase (EC 4.2.1.17);",1
"SEED;Amino Acids and Derivatives;Leucine Biosynthesis;3-isopropylmalate dehydratase small subunit (EC 4.2.1.33);",1
"SEED;Amino Acids and Derivatives;Leucine Degradation and HMG-CoA Metabolism;Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168);",2
"SEED;Amino Acids and Derivatives;Leucine Degradation and HMG-CoA Metabolism;Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4);",1
"SEED;Amino Acids and Derivatives;Leucine Degradation and HMG-CoA Metabolism;Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4);",2
"SEED;Amino Acids and Derivatives;Leucine Degradation and HMG-CoA Metabolism;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1
"SEED;Amino Acids and Derivatives;Lysine and threonine metabolism in plants;Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11);",2
"SEED;Amino Acids and Derivatives;Lysine and threonine metabolism in plants;Diaminopimelate decarboxylase (EC 4.1.1.20);",1
"SEED;Amino Acids and Derivatives;Lysine Biosynthesis DAP Pathway;Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11);",2
"SEED;Amino Acids and Derivatives;Lysine Biosynthesis DAP Pathway;Diaminopimelate decarboxylase (EC 4.1.1.20);",1
"SEED;Amino Acids and Derivatives;Lysine Biosynthesis DAP Pathway;N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47);",2
"SEED;Amino Acids and Derivatives;Lysine biosynthesis in Streptococci;Asparaginyl-tRNA synthetase (EC 6.1.1.22);",1
"SEED;Amino Acids and Derivatives;Lysine biosynthesis in Streptococci;Aspartate aminotransferase (EC 2.6.1.1);",2
"SEED;Amino Acids and Derivatives;Lysine biosynthesis in Streptococci;Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11);",2
"SEED;Amino Acids and Derivatives;Lysine biosynthesis in Streptococci;Diaminopimelate decarboxylase (EC 4.1.1.20);",1
"SEED;Amino Acids and Derivatives;Lysine biosynthesis in Streptococci;N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47);",2
"SEED;Amino Acids and Derivatives;Lysine fermentation MCB 432;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Amino Acids and Derivatives;Lysine fermentation MCB 432;Enoyl-CoA hydratase (EC 4.2.1.17);",1
"SEED;Amino Acids and Derivatives;Lysine fermentation;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Amino Acids and Derivatives;Lysine fermentation;Enoyl-CoA hydratase (EC 4.2.1.17);",1
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;3-dehydroquinate synthase (EC 4.2.3.4);",2
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19);",2
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;Chorismate synthase (EC 4.2.3.5);",1
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25);",1
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;Shikimate kinase I (EC 2.7.1.71);",1
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;5-methylthioribose kinase (EC 2.7.1.100);",1
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;Adenosylhomocysteinase (EC 3.3.1.1);",2
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;Cysteine synthase (EC 2.5.1.47);",1
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;S-adenosylmethionine synthetase (EC 2.5.1.6);",1
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13);",5
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;Adenosylhomocysteinase (EC 3.3.1.1);",2
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;Cysteine synthase (EC 2.5.1.47);",1
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;Homoserine O-acetyltransferase (EC 2.3.1.31);",1
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;S-adenosylmethionine synthetase (EC 2.5.1.6);",1
"SEED;Amino Acids and Derivatives;Methionine Degradation;Adenosylhomocysteinase (EC 3.3.1.1);",2
"SEED;Amino Acids and Derivatives;Methionine Degradation;Pyruvate dehydrogenase E1 component (EC 1.2.4.1);",3
"SEED;Amino Acids and Derivatives;Methionine Degradation;S-adenosylmethionine synthetase (EC 2.5.1.6);",1
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13);",5
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;Adenosylhomocysteinase (EC 3.3.1.1);",2
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;Cysteine synthase (EC 2.5.1.47);",1
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;Homoserine O-acetyltransferase (EC 2.3.1.31);",1
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;S-adenosylmethionine synthetase (EC 2.5.1.6);",1
"SEED;Amino Acids and Derivatives;Methionine Salvage;5-methylthioribose kinase (EC 2.7.1.100);",1
"SEED;Amino Acids and Derivatives;Methionine Salvage;Aspartate aminotransferase (EC 2.6.1.1);",2
"SEED;Amino Acids and Derivatives;PII Superfamily;Cobalt-zinc-cadmium resistance protein CzcA;",4
"SEED;Amino Acids and Derivatives;PII Superfamily;glutamine synthetase family protein;",1
"SEED;Amino Acids and Derivatives;Poly-gamma-glutamate biosynthesis;Glutamate racemase (EC 5.1.1.3);",1
"SEED;Amino Acids and Derivatives;Polyamine Metabolism;Biosynthetic arginine decarboxylase (EC 4.1.1.19);",1
"SEED;Amino Acids and Derivatives;Polyamine Metabolism;Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1);",1
"SEED;Amino Acids and Derivatives;Polyamine Metabolism;Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1);",1
"SEED;Amino Acids and Derivatives;Proline, 4-hydroxyproline uptake and utilization;Similar to eukaryotic Peptidyl prolyl 4-hydroxylase, alpha subunit (EC 1.14.11.2);",1
"SEED;Amino Acids and Derivatives;Sarcosine oxidases, monomeric and heterotetrameric;Sarcosine oxidase beta subunit (EC 1.5.3.1);",1
"SEED;Amino Acids and Derivatives;Sarcosine temp;Sarcosine oxidase beta subunit (EC 1.5.3.1);",1
"SEED;Amino Acids and Derivatives;Serine Biosynthesis;D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95);",1
"SEED;Amino Acids and Derivatives;Threonine and Homoserine Biosynthesis;Aspartate aminotransferase (EC 2.6.1.1);",2
"SEED;Amino Acids and Derivatives;Threonine and Homoserine Biosynthesis;Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11);",2
"SEED;Amino Acids and Derivatives;Threonine degradation;5-aminolevulinate synthase (EC 2.3.1.37);",1
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85);",1
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Phosphoribosylanthranilate isomerase (EC 5.3.1.24);",1
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Tryptophan synthase beta chain (EC 4.2.1.20);",1
"SEED;Amino Acids and Derivatives;Tryptophan catabolism;Acetaldehyde dehydrogenase (EC 1.2.1.10);",1
"SEED;Amino Acids and Derivatives;Tryptophan metabolism in plants;Phosphoribosylanthranilate isomerase (EC 5.3.1.24);",1
"SEED;Amino Acids and Derivatives;Tryptophan metabolism in plants;Tryptophan synthase beta chain (EC 4.2.1.20);",1
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85);",1
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Phosphoribosylanthranilate isomerase (EC 5.3.1.24);",1
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Tryptophan synthase beta chain (EC 4.2.1.20);",1
"SEED;Amino Acids and Derivatives;Urea decomposition;Urea ABC transporter, ATPase protein UrtD;",2
"SEED;Amino Acids and Derivatives;Urea decomposition;Urea ABC transporter, urea binding protein;",1
"SEED;Amino Acids and Derivatives;Urea decomposition;Urease alpha subunit (EC 3.5.1.5);",1
"SEED;Amino Acids and Derivatives;Urease subunits;Urease alpha subunit (EC 3.5.1.5);",1
"SEED;Amino Acids and Derivatives;Valine degradation;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Amino Acids and Derivatives;Valine degradation;Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168);",2
"SEED;Amino Acids and Derivatives;Valine degradation;Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4);",1
"SEED;Amino Acids and Derivatives;Valine degradation;Enoyl-CoA hydratase (EC 4.2.1.17);",1
"SEED;Carbohydrates;Acetone Butanol Ethanol Synthesis;Acetaldehyde dehydrogenase (EC 1.2.1.10);",1
"SEED;Carbohydrates;Acetone Butanol Ethanol Synthesis;Alcohol dehydrogenase (EC 1.1.1.1);",1
"SEED;Carbohydrates;Acetone Butanol Ethanol Synthesis;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Carbohydrates;Acetyl-CoA biosynthesis in plants;Alcohol dehydrogenase (EC 1.1.1.1);",1
"SEED;Carbohydrates;Acetyl-CoA biosynthesis in plants;Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12);",1
"SEED;Carbohydrates;Acetyl-CoA fermentation to Butyrate;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Carbohydrates;Acetyl-CoA fermentation to Butyrate;Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1);",2
"SEED;Carbohydrates;Acetyl-CoA fermentation to Butyrate;Enoyl-CoA hydratase (EC 4.2.1.17);",1
"SEED;Carbohydrates;acinetobacter tca;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;acinetobacter tca;Aconitate hydratase (EC 4.2.1.3);",1
"SEED;Carbohydrates;acinetobacter tca;Aconitate hydratase 2 (EC 4.2.1.3);",2
"SEED;Carbohydrates;acinetobacter tca;Citrate lyase beta chain (EC 4.1.3.6);",1
"SEED;Carbohydrates;acinetobacter tca;Citrate synthase (si) (EC 2.3.3.1);",2
"SEED;Carbohydrates;acinetobacter tca;Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4);",1
"SEED;Carbohydrates;acinetobacter tca;Malate:quinone oxidoreductase (EC 1.1.5.4);",1
"SEED;Carbohydrates;alpha carboxysome;Adenosylhomocysteinase (EC 3.3.1.1);",2
"SEED;Carbohydrates;beta-glucuronide utilization;Beta-glucuronidase (EC 3.2.1.31);",1
"SEED;Carbohydrates;Butanol Biosynthesis;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",1
"SEED;Carbohydrates;Butanol Biosynthesis;Enoyl-CoA hydratase (EC 4.2.1.17);",1
"SEED;Carbohydrates;Calvin-Benson cycle;Phosphoglycerate kinase (EC 2.7.2.3);",1
"SEED;Carbohydrates;Calvin-Benson cycle;Transketolase (EC 2.2.1.1);",2
"SEED;Carbohydrates;Calvin-Benson cycle;Triosephosphate isomerase (EC 5.3.1.1);",1
"SEED;Carbohydrates;Calvin-Benson-Bassham cycle in plants;Phosphoglycerate kinase (EC 2.7.2.3);",1
"SEED;Carbohydrates;Calvin-Benson-Bassham cycle in plants;Transketolase (EC 2.2.1.1);",2
"SEED;Carbohydrates;Calvin-Benson-Bassham cycle in plants;Triosephosphate isomerase (EC 5.3.1.1);",1
"SEED;Carbohydrates;Chitin and N-acetylglucosamine utilization;Beta-hexosaminidase (EC 3.2.1.52);",1
"SEED;Carbohydrates;Chitin and N-acetylglucosamine utilization;Chitin binding protein;",1
"SEED;Carbohydrates;Chitin and N-acetylglucosamine utilization;N-acetyl glucosamine transporter, NagP;",1
"SEED;Carbohydrates;Chitin and N-acetylglucosamine utilization;N-Acetyl-D-glucosamine ABC transport system, permease protein 2;",1
"SEED;Carbohydrates;Citrate Metabolism KE;Citrate lyase beta chain (EC 4.1.3.6);",1
"SEED;Carbohydrates;Citrate Metabolism KE;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1
"SEED;Carbohydrates;Citrate Metabolism KE2;Citrate lyase beta chain (EC 4.1.3.6);",1
"SEED;Carbohydrates;Citrate Metabolism KE3;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;Citrate Metabolism KE3;Citrate lyase beta chain (EC 4.1.3.6);",1
"SEED;Carbohydrates;Citrate Metabolism KE3;NADP-dependent malic enzyme (EC 1.1.1.40);",1
"SEED;Carbohydrates;Citrate Metabolism KE4;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1
"SEED;Carbohydrates;Citrate Metabolism KE4;Citrate lyase beta chain (EC 4.1.3.6);",1
"SEED;Carbohydrates;Citrate Metabolism KE4;Isocitrate lyase (EC 4.1.3.1);",1
"SEED;Carbohydrates;Citrate Metabolism KE4;L-alanine:glyoxylate aminotransferase (EC 2.6.1.44);",2
"SEED;Carbohydrates;Citrate Metabolism KE4;NADP-dependent malic enzyme (EC 1.1.1.40);",1
"SEED;Carbohydrates;D-galactarate, D-glucarate and D-glycerate catabolism - gjo;D-glycerate 2-kinase (EC 2.7.1.-);",1
"SEED;Carbohydrates;D-galactarate, D-glucarate and D-glycerate catabolism - gjo;Glycerate kinase (EC 2.7.1.31);",1
"SEED;Carbohydrates;D-galactarate, D-glucarate and D-glycerate catabolism;D-glycerate 2-kinase (EC 2.7.1.-);",1
