root;	110.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales;	19.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae;	5.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida;	50.0
root; cellular organisms; Eukaryota;	261.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae;	2.0
root; cellular organisms; Bacteria; Proteobacteria;	114.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;	22.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter;	9.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae;	24.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina;	7.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes;	57.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae;	30.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria;	18.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae;	1423.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium;	6.0
root; cellular organisms; Bacteria; Terrabacteria group; Actinobacteria <actinobacteria>;	4.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes;	187.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides; Clostridioides difficile;	20.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group;	7.0
root; cellular organisms; Bacteria; Terrabacteria group; Actinobacteria <actinobacteria>; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium;	7.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes;	27.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae;	2.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter;	27.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta;	29.0
root; cellular organisms; Bacteria; Terrabacteria group; Actinobacteria <actinobacteria>; Actinobacteria;	39.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga;	7.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta <vulgaris>;	13.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta <vulgaris>; Beta vulgaris; Beta vulgaris subsp. vulgaris;	1172.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodium; Chenopodium quinoa;	11.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus rhamnosus;	21.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;	123.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Ohtaekwangia; Ohtaekwangia koreensis;	9.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales;	18.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;	15.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia; Spinacia oleracea;	10.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids;	17.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae;	910.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids;	6.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium;	10.0
root; cellular organisms;	2472.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Cytophagia; Cytophagales;	2.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group;	6.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids;	6.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae;	6.0
root; cellular organisms; Bacteria; Terrabacteria group;	21.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta;	34.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae;	10.0
ERR793600.2653	root;
ERR793600.5761	root;
ERR793600.8862	root;
ERR793600.66651	root;
ERR793600.68150	root;
ERR793600.76269	root;
ERR793600.113348	root;
ERR793600.114686	root;
ERR793600.132246	root;
ERR793600.134950	root;
ERR793600.142018	root;
ERR793600.210279	root;
ERR793600.253301	root;
ERR793600.254163	root;
ERR793600.265987	root;
ERR793600.274494	root;
ERR793600.285088	root;
ERR793600.285179	root;
ERR793600.293182	root;
ERR793600.309789	root;
ERR793600.345393	root;
ERR793600.367744	root;
ERR793600.445826	root;
ERR793600.486390	root;
ERR793600.521414	root;
ERR793600.540770	root;
ERR793600.543906	root;
ERR793600.548551	root;
ERR793600.572562	root;
ERR793600.614224	root;
ERR793600.637691	root;
ERR793600.641892	root;
ERR793600.674308	root;
ERR793600.714899	root;
ERR793600.715383	root;
ERR793600.719323	root;
ERR793600.729689	root;
ERR793600.757212	root;
ERR793600.772635	root;
ERR793600.815823	root;
ERR793600.818386	root;
ERR793600.837738	root;
ERR793600.840828	root;
ERR793600.844069	root;
ERR793600.847073	root;
ERR793600.847546	root;
ERR793600.869460	root;
ERR793600.938322	root;
ERR793600.958868	root;
ERR793600.972073	root;
ERR793600.972101	root;
ERR793600.996676	root;
ERR793600.1006503	root;
ERR793600.1010130	root;
ERR793600.1014225	root;
ERR793600.1019864	root;
ERR793600.1028965	root;
ERR793600.1032490	root;
ERR793600.1033063	root;
ERR793600.1050667	root;
ERR793600.1080664	root;
ERR793600.1086058	root;
ERR793600.1123959	root;
ERR793600.1158512	root;
ERR793600.1187862	root;
ERR793600.1222273	root;
ERR793600.1228430	root;
ERR793600.1257760	root;
ERR793600.1294297	root;
ERR793600.1309983	root;
ERR793600.1379319	root;
ERR793600.1387785	root;
ERR793600.1387917	root;
ERR793600.1447112	root;
ERR793600.1447713	root;
ERR793600.1455333	root;
ERR793600.1512201	root;
ERR793600.1516352	root;
ERR793600.1532085	root;
ERR793600.1550098	root;
ERR793600.1551369	root;
ERR793600.66651	root;
ERR793600.113348	root;
ERR793600.134950	root;
ERR793600.210279	root;
ERR793600.285088	root;
ERR793600.285179	root;
ERR793600.293182	root;
ERR793600.309789	root;
ERR793600.445826	root;
ERR793600.521414	root;
ERR793600.548551	root;
ERR793600.637691	root;
ERR793600.641892	root;
ERR793600.674308	root;
ERR793600.714899	root;
ERR793600.715383	root;
ERR793600.719323	root;
ERR793600.757212	root;
ERR793600.772635	root;
ERR793600.815823	root;
ERR793600.818386	root;
ERR793600.847546	root;
ERR793600.972101	root;
ERR793600.1006503	root;
ERR793600.1014225	root;
ERR793600.1387785	root;
ERR793600.1387917	root;
ERR793600.1447713	root;
ERR793600.1532085	root;
ERR793600.2060	root; cellular organisms; Bacteria;
ERR793600.4849	root; cellular organisms; Bacteria;
ERR793600.5574	root; cellular organisms; Bacteria;
ERR793600.8031	root; cellular organisms; Bacteria;
ERR793600.8104	root; cellular organisms; Bacteria;
ERR793600.8274	root; cellular organisms; Bacteria;
ERR793600.8505	root; cellular organisms; Bacteria;
ERR793600.9220	root; cellular organisms; Bacteria;
ERR793600.10298	root; cellular organisms; Bacteria;
ERR793600.12028	root; cellular organisms; Bacteria;
ERR793600.12390	root; cellular organisms; Bacteria;
ERR793600.13174	root; cellular organisms; Bacteria;
ERR793600.13643	root; cellular organisms; Bacteria;
ERR793600.14473	root; cellular organisms; Bacteria;
ERR793600.15255	root; cellular organisms; Bacteria;
ERR793600.16498	root; cellular organisms; Bacteria;
ERR793600.16608	root; cellular organisms; Bacteria;
ERR793600.17133	root; cellular organisms; Bacteria;
ERR793600.17691	root; cellular organisms; Bacteria;
ERR793600.18122	root; cellular organisms; Bacteria;
ERR793600.18203	root; cellular organisms; Bacteria;
ERR793600.18321	root; cellular organisms; Bacteria;
ERR793600.18739	root; cellular organisms; Bacteria;
ERR793600.19111	root; cellular organisms; Bacteria;
ERR793600.21116	root; cellular organisms; Bacteria;
ERR793600.22015	root; cellular organisms; Bacteria;
ERR793600.23559	root; cellular organisms; Bacteria;
ERR793600.23945	root; cellular organisms; Bacteria;
ERR793600.24523	root; cellular organisms; Bacteria;
ERR793600.24546	root; cellular organisms; Bacteria;
ERR793600.26565	root; cellular organisms; Bacteria;
ERR793600.28313	root; cellular organisms; Bacteria;
ERR793600.28598	root; cellular organisms; Bacteria;
ERR793600.28810	root; cellular organisms; Bacteria;
ERR793600.29679	root; cellular organisms; Bacteria;
ERR793600.31057	root; cellular organisms; Bacteria;
ERR793600.32118	root; cellular organisms; Bacteria;
ERR793600.33619	root; cellular organisms; Bacteria;
ERR793600.35168	root; cellular organisms; Bacteria;
ERR793600.35502	root; cellular organisms; Bacteria;
ERR793600.37802	root; cellular organisms; Bacteria;
ERR793600.38591	root; cellular organisms; Bacteria;
ERR793600.45307	root; cellular organisms; Bacteria;
ERR793600.45404	root; cellular organisms; Bacteria;
ERR793600.46269	root; cellular organisms; Bacteria;
ERR793600.47184	root; cellular organisms; Bacteria;
ERR793600.48390	root; cellular organisms; Bacteria;
ERR793600.50304	root; cellular organisms; Bacteria;
ERR793600.51029	root; cellular organisms; Bacteria;
ERR793600.51650	root; cellular organisms; Bacteria;
ERR793600.51741	root; cellular organisms; Bacteria;
ERR793600.51837	root; cellular organisms; Bacteria;
ERR793600.51935	root; cellular organisms; Bacteria;
ERR793600.52596	root; cellular organisms; Bacteria;
ERR793600.53007	root; cellular organisms; Bacteria;
ERR793600.53079	root; cellular organisms; Bacteria;
ERR793600.53847	root; cellular organisms; Bacteria;
ERR793600.54657	root; cellular organisms; Bacteria;
ERR793600.55086	root; cellular organisms; Bacteria;
ERR793600.59219	root; cellular organisms; Bacteria;
ERR793600.59221	root; cellular organisms; Bacteria;
ERR793600.60946	root; cellular organisms; Bacteria;
ERR793600.61115	root; cellular organisms; Bacteria;
ERR793600.61271	root; cellular organisms; Bacteria;
ERR793600.62065	root; cellular organisms; Bacteria;
ERR793600.62121	root; cellular organisms; Bacteria;
ERR793600.62126	root; cellular organisms; Bacteria;
ERR793600.62468	root; cellular organisms; Bacteria;
ERR793600.66354	root; cellular organisms; Bacteria;
ERR793600.67749	root; cellular organisms; Bacteria;
ERR793600.68736	root; cellular organisms; Bacteria;
ERR793600.68991	root; cellular organisms; Bacteria;
ERR793600.69164	root; cellular organisms; Bacteria;
ERR793600.69474	root; cellular organisms; Bacteria;
ERR793600.71219	root; cellular organisms; Bacteria;
ERR793600.71256	root; cellular organisms; Bacteria;
ERR793600.71356	root; cellular organisms; Bacteria;
ERR793600.71520	root; cellular organisms; Bacteria;
ERR793600.73196	root; cellular organisms; Bacteria;
ERR793600.73811	root; cellular organisms; Bacteria;
ERR793600.74740	root; cellular organisms; Bacteria;
ERR793600.75490	root; cellular organisms; Bacteria;
ERR793600.76129	root; cellular organisms; Bacteria;
ERR793600.76781	root; cellular organisms; Bacteria;
ERR793600.77571	root; cellular organisms; Bacteria;
ERR793600.78291	root; cellular organisms; Bacteria;
ERR793600.78589	root; cellular organisms; Bacteria;
ERR793600.78666	root; cellular organisms; Bacteria;
ERR793600.80879	root; cellular organisms; Bacteria;
ERR793600.83544	root; cellular organisms; Bacteria;
ERR793600.84992	root; cellular organisms; Bacteria;
ERR793600.85679	root; cellular organisms; Bacteria;
ERR793600.86828	root; cellular organisms; Bacteria;
ERR793600.86914	root; cellular organisms; Bacteria;
ERR793600.88883	root; cellular organisms; Bacteria;
ERR793600.88892	root; cellular organisms; Bacteria;
ERR793600.89482	root; cellular organisms; Bacteria;
ERR793600.91464	root; cellular organisms; Bacteria;
ERR793600.91969	root; cellular organisms; Bacteria;
ERR793600.92519	root; cellular organisms; Bacteria;
ERR793600.92665	root; cellular organisms; Bacteria;
ERR793600.95694	root; cellular organisms; Bacteria;
ERR793600.95901	root; cellular organisms; Bacteria;
ERR793600.96091	root; cellular organisms; Bacteria;
ERR793600.97136	root; cellular organisms; Bacteria;
ERR793600.97548	root; cellular organisms; Bacteria;
ERR793600.102765	root; cellular organisms; Bacteria;
ERR793600.104904	root; cellular organisms; Bacteria;
ERR793600.105074	root; cellular organisms; Bacteria;
ERR793600.106174	root; cellular organisms; Bacteria;
ERR793600.112234	root; cellular organisms; Bacteria;
ERR793600.112460	root; cellular organisms; Bacteria;
ERR793600.112971	root; cellular organisms; Bacteria;
ERR793600.113130	root; cellular organisms; Bacteria;
ERR793600.113937	root; cellular organisms; Bacteria;
ERR793600.114125	root; cellular organisms; Bacteria;
ERR793600.114498	root; cellular organisms; Bacteria;
ERR793600.114675	root; cellular organisms; Bacteria;
ERR793600.114937	root; cellular organisms; Bacteria;
ERR793600.117331	root; cellular organisms; Bacteria;
ERR793600.117787	root; cellular organisms; Bacteria;
ERR793600.118610	root; cellular organisms; Bacteria;
ERR793600.119993	root; cellular organisms; Bacteria;
ERR793600.120861	root; cellular organisms; Bacteria;
ERR793600.123595	root; cellular organisms; Bacteria;
ERR793600.124826	root; cellular organisms; Bacteria;
ERR793600.124945	root; cellular organisms; Bacteria;
ERR793600.125155	root; cellular organisms; Bacteria;
ERR793600.125873	root; cellular organisms; Bacteria;
ERR793600.129553	root; cellular organisms; Bacteria;
ERR793600.129647	root; cellular organisms; Bacteria;
ERR793600.130469	root; cellular organisms; Bacteria;
ERR793600.131925	root; cellular organisms; Bacteria;
ERR793600.132082	root; cellular organisms; Bacteria;
ERR793600.132702	root; cellular organisms; Bacteria;
ERR793600.134212	root; cellular organisms; Bacteria;
ERR793600.134648	root; cellular organisms; Bacteria;
ERR793600.135168	root; cellular organisms; Bacteria;
ERR793600.136851	root; cellular organisms; Bacteria;
ERR793600.140816	root; cellular organisms; Bacteria;
ERR793600.144586	root; cellular organisms; Bacteria;
ERR793600.144917	root; cellular organisms; Bacteria;
ERR793600.145332	root; cellular organisms; Bacteria;
ERR793600.147637	root; cellular organisms; Bacteria;
ERR793600.149763	root; cellular organisms; Bacteria;
ERR793600.151215	root; cellular organisms; Bacteria;
ERR793600.151217	root; cellular organisms; Bacteria;
ERR793600.151867	root; cellular organisms; Bacteria;
ERR793600.151881	root; cellular organisms; Bacteria;
ERR793600.152465	root; cellular organisms; Bacteria;
ERR793600.152595	root; cellular organisms; Bacteria;
ERR793600.154299	root; cellular organisms; Bacteria;
ERR793600.154557	root; cellular organisms; Bacteria;
ERR793600.155668	root; cellular organisms; Bacteria;
ERR793600.155730	root; cellular organisms; Bacteria;
ERR793600.155830	root; cellular organisms; Bacteria;
ERR793600.157374	root; cellular organisms; Bacteria;
ERR793600.158318	root; cellular organisms; Bacteria;
ERR793600.160552	root; cellular organisms; Bacteria;
ERR793600.160882	root; cellular organisms; Bacteria;
ERR793600.161132	root; cellular organisms; Bacteria;
ERR793600.161404	root; cellular organisms; Bacteria;
ERR793600.166604	root; cellular organisms; Bacteria;
ERR793600.166796	root; cellular organisms; Bacteria;
ERR793600.167185	root; cellular organisms; Bacteria;
ERR793600.168099	root; cellular organisms; Bacteria;
ERR793600.171348	root; cellular organisms; Bacteria;
ERR793600.173827	root; cellular organisms; Bacteria;
ERR793600.174365	root; cellular organisms; Bacteria;
ERR793600.175083	root; cellular organisms; Bacteria;
ERR793600.175671	root; cellular organisms; Bacteria;
ERR793600.177543	root; cellular organisms; Bacteria;
ERR793600.177607	root; cellular organisms; Bacteria;
ERR793600.181008	root; cellular organisms; Bacteria;
ERR793600.181545	root; cellular organisms; Bacteria;
ERR793600.183277	root; cellular organisms; Bacteria;
ERR793600.183645	root; cellular organisms; Bacteria;
ERR793600.183842	root; cellular organisms; Bacteria;
ERR793600.187202	root; cellular organisms; Bacteria;
ERR793600.187222	root; cellular organisms; Bacteria;
ERR793600.187670	root; cellular organisms; Bacteria;
ERR793600.189155	root; cellular organisms; Bacteria;
ERR793600.189259	root; cellular organisms; Bacteria;
ERR793600.190243	root; cellular organisms; Bacteria;
ERR793600.190340	root; cellular organisms; Bacteria;
ERR793600.190388	root; cellular organisms; Bacteria;
ERR793600.190817	root; cellular organisms; Bacteria;
ERR793600.191622	root; cellular organisms; Bacteria;
ERR793600.193605	root; cellular organisms; Bacteria;
ERR793600.195200	root; cellular organisms; Bacteria;
ERR793600.195414	root; cellular organisms; Bacteria;
ERR793600.195423	root; cellular organisms; Bacteria;
ERR793600.196292	root; cellular organisms; Bacteria;
ERR793600.197335	root; cellular organisms; Bacteria;
ERR793600.200785	root; cellular organisms; Bacteria;
ERR793600.201700	root; cellular organisms; Bacteria;
ERR793600.204556	root; cellular organisms; Bacteria;
ERR793600.204784	root; cellular organisms; Bacteria;
ERR793600.207011	root; cellular organisms; Bacteria;
ERR793600.207600	root; cellular organisms; Bacteria;
ERR793600.207673	root; cellular organisms; Bacteria;
ERR793600.208867	root; cellular organisms; Bacteria;
ERR793600.209147	root; cellular organisms; Bacteria;
ERR793600.209510	root; cellular organisms; Bacteria;
ERR793600.210034	root; cellular organisms; Bacteria;
ERR793600.210474	root; cellular organisms; Bacteria;
ERR793600.211805	root; cellular organisms; Bacteria;
ERR793600.211980	root; cellular organisms; Bacteria;
ERR793600.212282	root; cellular organisms; Bacteria;
ERR793600.212641	root; cellular organisms; Bacteria;
ERR793600.212896	root; cellular organisms; Bacteria;
ERR793600.213266	root; cellular organisms; Bacteria;
ERR793600.215281	root; cellular organisms; Bacteria;
ERR793600.215451	root; cellular organisms; Bacteria;
ERR793600.216769	root; cellular organisms; Bacteria;
ERR793600.216822	root; cellular organisms; Bacteria;
ERR793600.217632	root; cellular organisms; Bacteria;
ERR793600.218178	root; cellular organisms; Bacteria;
ERR793600.218320	root; cellular organisms; Bacteria;
ERR793600.222828	root; cellular organisms; Bacteria;
ERR793600.223316	root; cellular organisms; Bacteria;
ERR793600.223700	root; cellular organisms; Bacteria;
ERR793600.225588	root; cellular organisms; Bacteria;
ERR793600.235113	root; cellular organisms; Bacteria;
ERR793600.236747	root; cellular organisms; Bacteria;
ERR793600.237859	root; cellular organisms; Bacteria;
ERR793600.237912	root; cellular organisms; Bacteria;
ERR793600.238062	root; cellular organisms; Bacteria;
ERR793600.239099	root; cellular organisms; Bacteria;
ERR793600.240957	root; cellular organisms; Bacteria;
ERR793600.242801	root; cellular organisms; Bacteria;
ERR793600.243172	root; cellular organisms; Bacteria;
ERR793600.243465	root; cellular organisms; Bacteria;
ERR793600.243937	root; cellular organisms; Bacteria;
ERR793600.244569	root; cellular organisms; Bacteria;
ERR793600.245599	root; cellular organisms; Bacteria;
ERR793600.251750	root; cellular organisms; Bacteria;
ERR793600.251790	root; cellular organisms; Bacteria;
ERR793600.252542	root; cellular organisms; Bacteria;
ERR793600.252646	root; cellular organisms; Bacteria;
ERR793600.252883	root; cellular organisms; Bacteria;
ERR793600.253043	root; cellular organisms; Bacteria;
ERR793600.253258	root; cellular organisms; Bacteria;
ERR793600.253599	root; cellular organisms; Bacteria;
ERR793600.253806	root; cellular organisms; Bacteria;
ERR793600.254857	root; cellular organisms; Bacteria;
ERR793600.255682	root; cellular organisms; Bacteria;
ERR793600.255804	root; cellular organisms; Bacteria;
ERR793600.256402	root; cellular organisms; Bacteria;
ERR793600.258015	root; cellular organisms; Bacteria;
ERR793600.259933	root; cellular organisms; Bacteria;
ERR793600.261214	root; cellular organisms; Bacteria;
ERR793600.262871	root; cellular organisms; Bacteria;
ERR793600.263880	root; cellular organisms; Bacteria;
ERR793600.263993	root; cellular organisms; Bacteria;
ERR793600.264733	root; cellular organisms; Bacteria;
ERR793600.264862	root; cellular organisms; Bacteria;
ERR793600.265503	root; cellular organisms; Bacteria;
