"SEED","SUBERR793599","SUBERR793600","SUBERR793601","SUBERR793603","SUBERR793604","SUBERR793605","SUBERR793606","SUBERR793607","SUBERR793608"
"SEED;Amino Acids and Derivatives;Lysine biosynthesis in Streptococci;Threonine synthase (EC 4.2.3.1);",2,NA,NA,1,NA,NA,NA,2,NA
"SEED;Amino Acids and Derivatives;Lysine fermentation MCB 432;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Amino Acids and Derivatives;Lysine fermentation MCB 432;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Amino Acids and Derivatives;Lysine fermentation;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Amino Acids and Derivatives;Lysine fermentation;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;3-dehydroquinate synthase (EC 4.2.3.4);",1,NA,2,2,NA,NA,NA,1,NA
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19);",1,NA,2,NA,NA,NA,1,NA,2
"SEED;Amino Acids and Derivatives;MethanopterinAromatic;Chorismate synthase (EC 4.2.3.5);",2,NA,1,NA,NA,3,NA,NA,1
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Methionine and cysteine metabolism in plants;Cysteine synthase (EC 2.5.1.47);",1,NA,1,1,NA,NA,1,2,NA
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13);",1,NA,5,1,3,NA,2,2,NA
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;Cystathionine gamma-lyase (EC 4.4.1.1);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;Cystathionine gamma-synthase (EC 2.5.1.48);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Methionine Biosynthesis;Cysteine synthase (EC 2.5.1.47);",1,NA,1,1,NA,NA,1,2,NA
"SEED;Amino Acids and Derivatives;Methionine Degradation;Cystathionine gamma-lyase (EC 4.4.1.1);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Amino Acids and Derivatives;Methionine Degradation;Pyruvate dehydrogenase E1 component (EC 1.2.4.1);",1,1,3,7,2,1,2,2,1
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13);",1,NA,5,1,3,NA,2,2,NA
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;Cystathionine gamma-lyase (EC 4.4.1.1);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;Cystathionine gamma-synthase (EC 2.5.1.48);",1,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Methionine in Streptococci;Cysteine synthase (EC 2.5.1.47);",1,NA,1,1,NA,NA,1,2,NA
"SEED;Amino Acids and Derivatives;Methionine Salvage;1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54);",1,NA,NA,NA,NA,NA,NA,NA,NA
"SEED;Amino Acids and Derivatives;Phenylalanine and Tyrosine Branches from Chorismate;Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57);",3,NA,NA,NA,2,NA,NA,NA,NA
"SEED;Amino Acids and Derivatives;Phenylalanine and Tyrosine Branches from Chorismate;Prephenate dehydratase (EC 4.2.1.51);",1,NA,NA,1,NA,NA,1,NA,1
"SEED;Amino Acids and Derivatives;PII Superfamily;Cobalt-zinc-cadmium resistance protein CzcA;",2,1,4,5,3,2,6,8,2
"SEED;Amino Acids and Derivatives;PII Superfamily;Glutamine synthetase type I (EC 6.3.1.2);",1,1,NA,NA,1,3,1,NA,NA
"SEED;Amino Acids and Derivatives;PII Superfamily;Nitrogen regulatory protein P-II;",1,NA,NA,1,NA,1,NA,2,NA
"SEED;Amino Acids and Derivatives;Polyamine Metabolism;Agmatinase (EC 3.5.3.11);",1,NA,NA,NA,NA,NA,NA,1,NA
"SEED;Amino Acids and Derivatives;Sarcosine oxidases, monomeric and heterotetrameric;Serine hydroxymethyltransferase (EC 2.1.2.1);",3,NA,NA,NA,NA,NA,1,5,NA
"SEED;Amino Acids and Derivatives;Sarcosine temp;Serine hydroxymethyltransferase (EC 2.1.2.1);",3,NA,NA,NA,NA,NA,1,5,NA
"SEED;Amino Acids and Derivatives;Serine Biosynthesis;D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95);",1,3,1,NA,2,1,3,2,3
"SEED;Amino Acids and Derivatives;Serine Biosynthesis;Phosphoserine aminotransferase (EC 2.6.1.52);",2,NA,NA,NA,NA,NA,2,1,NA
"SEED;Amino Acids and Derivatives;Serine Biosynthesis;Serine hydroxymethyltransferase (EC 2.1.2.1);",3,NA,NA,NA,NA,NA,1,5,NA
"SEED;Amino Acids and Derivatives;Threonine and Homoserine Biosynthesis;Threonine synthase (EC 4.2.3.1);",2,NA,NA,1,NA,NA,NA,2,NA
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Anthranilate synthase, aminase component (EC 4.1.3.27);",1,1,NA,NA,2,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1,NA,NA,1,NA,1,1,1,NA
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Tryptophan synthase alpha chain (EC 4.2.1.20);",1,NA,NA,1,1,NA,2,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan biosynthesis in Streptococci;Tryptophan synthase beta chain (EC 4.2.1.20);",1,NA,1,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan metabolism in plants;Anthranilate synthase, aminase component (EC 4.1.3.27);",1,1,NA,NA,2,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan metabolism in plants;Tryptophan synthase alpha chain (EC 4.2.1.20);",1,NA,NA,1,1,NA,2,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan metabolism in plants;Tryptophan synthase beta chain (EC 4.2.1.20);",1,NA,1,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Anthranilate synthase, aminase component (EC 4.1.3.27);",1,1,NA,NA,2,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Para-aminobenzoate synthase, aminase component (EC 2.6.1.85);",1,NA,NA,1,NA,1,1,1,NA
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Tryptophan synthase alpha chain (EC 4.2.1.20);",1,NA,NA,1,1,NA,2,NA,NA
"SEED;Amino Acids and Derivatives;Tryptophan synthesis;Tryptophan synthase beta chain (EC 4.2.1.20);",1,NA,1,NA,NA,NA,1,NA,NA
"SEED;Amino Acids and Derivatives;Tyrosine and phenylalanine metabolism in plants;Prephenate dehydratase (EC 4.2.1.51);",1,NA,NA,1,NA,NA,1,NA,1
"SEED;Amino Acids and Derivatives;Urea decomposition;Urea ABC transporter, permease protein UrtB;",2,1,NA,1,NA,1,2,NA,1
"SEED;Amino Acids and Derivatives;Urea decomposition;Urea ABC transporter, permease protein UrtC;",2,NA,NA,NA,1,3,NA,1,NA
"SEED;Amino Acids and Derivatives;Valine degradation;3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4);",1,NA,NA,1,NA,NA,2,1,NA
"SEED;Amino Acids and Derivatives;Valine degradation;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Amino Acids and Derivatives;Valine degradation;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Autotrophy;PII superfamily;Nitrogen regulatory protein P-II;",1,NA,NA,1,NA,1,NA,2,NA
"SEED;Carbohydrates;Acetone Butanol Ethanol Synthesis;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Carbohydrates;Acetyl-CoA biosynthesis in plants;Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4);",2,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Carbohydrates;Acetyl-CoA fermentation to Butyrate;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Carbohydrates;Acetyl-CoA fermentation to Butyrate;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Carbohydrates;acinetobacter tca;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1,NA,1,NA,NA,2,1,3,1
"SEED;Carbohydrates;acinetobacter tca;Aconitate hydratase 2 (EC 4.2.1.3);",1,NA,2,NA,NA,NA,2,1,NA
"SEED;Carbohydrates;acinetobacter tca;Citrate synthase (si) (EC 2.3.3.1);",1,1,2,NA,2,NA,1,2,NA
"SEED;Carbohydrates;acinetobacter tca;Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4);",1,NA,1,1,2,2,1,NA,NA
"SEED;Carbohydrates;acinetobacter tca;Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4);",2,NA,NA,NA,NA,NA,1,NA,NA
"SEED;Carbohydrates;acinetobacter tca;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1,NA,NA,NA,1,2,2,NA,2
"SEED;Carbohydrates;acinetobacter tca;Fumarate hydratase class II (EC 4.2.1.2);",1,NA,NA,1,1,NA,5,1,1
"SEED;Carbohydrates;alpha carboxysome;Nitrogen regulatory protein P-II;",1,NA,NA,1,NA,1,NA,2,NA
"SEED;Carbohydrates;alpha carboxysome;Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15);",1,1,NA,NA,NA,NA,NA,NA,NA
"SEED;Carbohydrates;Alpha-Amylase locus in Streptocococcus;Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE;",1,NA,NA,NA,2,NA,NA,NA,NA
"SEED;Carbohydrates;beta carboxysome;Carbonic anhydrase (EC 4.2.1.1);",1,NA,NA,NA,1,1,1,1,NA
"SEED;Carbohydrates;Beta-Glucoside Metabolism;Beta-glucosidase (EC 3.2.1.21);",1,1,NA,1,NA,NA,NA,NA,NA
"SEED;Carbohydrates;Butanol Biosynthesis;Butyryl-CoA dehydrogenase (EC 1.3.99.2);",3,NA,1,NA,3,6,3,4,2
"SEED;Carbohydrates;Butanol Biosynthesis;Enoyl-CoA hydratase (EC 4.2.1.17);",2,2,1,1,1,5,4,4,2
"SEED;Carbohydrates;Calvin-Benson cycle;NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12);",1,NA,NA,1,NA,3,1,2,NA
"SEED;Carbohydrates;Calvin-Benson cycle;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2,NA,NA,NA,1,1,1,NA,NA
"SEED;Carbohydrates;Calvin-Benson-Bassham cycle in plants;Ribulose-phosphate 3-epimerase (EC 5.1.3.1);",2,NA,NA,NA,1,1,1,NA,NA
"SEED;Carbohydrates;Carboxysome;Carbonic anhydrase (EC 4.2.1.1);",1,NA,NA,NA,1,1,1,1,NA
"SEED;Carbohydrates;Chitin and N-acetylglucosamine utilization;PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69);",1,NA,NA,NA,NA,NA,NA,NA,1
"SEED;Carbohydrates;Citrate Metabolism KE;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1,NA,NA,NA,1,2,2,NA,2
"SEED;Carbohydrates;Citrate Metabolism KE;Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4);",1,1,1,NA,NA,2,3,NA,1
"SEED;Carbohydrates;Citrate Metabolism KE;Transaldolase (EC 2.2.1.2);",1,1,NA,2,NA,NA,NA,NA,2
"SEED;Carbohydrates;Citrate Metabolism KE3;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1,NA,1,NA,NA,2,1,3,1
"SEED;Carbohydrates;Citrate Metabolism KE3;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1,NA,NA,NA,1,2,2,NA,2
"SEED;Carbohydrates;Citrate Metabolism KE4;2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2);",1,NA,1,NA,NA,2,1,3,1
"SEED;Carbohydrates;Citrate Metabolism KE4;Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61);",1,NA,NA,NA,1,2,2,NA,2
