root;	81.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae;	1.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae;	12.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus rhamnosus;	3.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;	86.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium;	2.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales;	2.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids;	8.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae;	8.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae;	2.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; unclassified Methylobacterium; Methylobacterium sp. AMS5;	2.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax;	9.0
root; cellular organisms; Bacteria; PVC group; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces; unclassified Planctomyces; Planctomyces sp. SH-PL14;	2.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta;	11.0
root; cellular organisms; Eukaryota; Opisthokonta;	10.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium;	1.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas;	2.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae;	4.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta <vulgaris>; Beta vulgaris;	49.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; unclassified Methylobacterium;	2.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi;	5.0
root; cellular organisms; Bacteria; Terrabacteria group; Actinobacteria <actinobacteria>; Actinobacteria; Micrococcales; Dermacoccaceae; Dermacoccus;	2.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia;	2.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales;	1.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Cellvibrio; unclassified Cellvibrio; Cellvibrio sp. BR;	5.0
root; cellular organisms; Bacteria; PVC group; Planctomycetes;	1.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae;	2.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella; unclassified Niastella; Niastella sp. CF465;	2.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta;	2.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta;	5.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;	3.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales;	36.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales; unclassified Burkholderiales (miscellaneous); Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_64_960;	2.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Cordycipitaceae; Cordyceps;	4.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli;	2.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; Pochonia; Pochonia chlamydosporia;	4.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids;	3.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;	9.0
root; cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria;	1.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Cordycipitaceae; Cordyceps; Cordyceps confragosa;	1.0
root; cellular organisms; Bacteria; PVC group;	3.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; unclassified Alphaproteobacteria;	2.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales;	8.0
root; cellular organisms; Eukaryota;	126.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae;	2.0
root; cellular organisms; Bacteria; Proteobacteria;	259.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;	77.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes;	53.0
root; cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria;	28.0
root; cellular organisms; Bacteria; Terrabacteria group; Actinobacteria <actinobacteria>;	1.0
root; cellular organisms; Bacteria; Terrabacteria group; Firmicutes;	6.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group;	4.0
root; cellular organisms; Bacteria; PVC group; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Nibricoccus; Nibricoccus aquaticus;	2.0
root; cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylorubrum; Methylorubrum populi;	2.0
root; cellular organisms; Bacteria; PVC group; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae;	3.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter;	2.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta;	25.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga;	15.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae;	14.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta <vulgaris>;	7.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta <vulgaris>; Beta vulgaris; Beta vulgaris subsp. vulgaris;	429.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodium; Chenopodium quinoa;	6.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Ohtaekwangia; Ohtaekwangia koreensis;	3.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia; Spinacia oleracea;	8.0
root; cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae;	291.0
root; cellular organisms;	1475.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Cytophagia; Cytophagales;	2.0
root; cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group;	1.0
root; cellular organisms; Bacteria; Terrabacteria group;	1.0
root; cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex; Fusarium longipes;	2.0
root; cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae;	4.0
ERR793599.5595	root;
ERR793599.24065	root;
ERR793599.45708	root;
ERR793599.56369	root;
ERR793599.79579	root;
ERR793599.82447	root;
ERR793599.85846	root;
ERR793599.96561	root;
ERR793599.97945	root;
ERR793599.131868	root;
ERR793599.134194	root;
ERR793599.137215	root;
ERR793599.150044	root;
ERR793599.153185	root;
ERR793599.159759	root;
ERR793599.173502	root;
ERR793599.174628	root;
ERR793599.182921	root;
ERR793599.216629	root;
ERR793599.223267	root;
ERR793599.224315	root;
ERR793599.230270	root;
ERR793599.255497	root;
ERR793599.262575	root;
ERR793599.268309	root;
ERR793599.284082	root;
ERR793599.286512	root;
ERR793599.354740	root;
ERR793599.365704	root;
ERR793599.369774	root;
ERR793599.385268	root;
ERR793599.391873	root;
ERR793599.408498	root;
ERR793599.408920	root;
ERR793599.429271	root;
ERR793599.473968	root;
ERR793599.504199	root;
ERR793599.505826	root;
ERR793599.519076	root;
ERR793599.536813	root;
ERR793599.548636	root;
ERR793599.548958	root;
ERR793599.562742	root;
ERR793599.589985	root;
ERR793599.591423	root;
ERR793599.599566	root;
ERR793599.600732	root;
ERR793599.610630	root;
ERR793599.610803	root;
ERR793599.633242	root;
ERR793599.651772	root;
ERR793599.672014	root;
ERR793599.685202	root;
ERR793599.689547	root;
ERR793599.710996	root;
ERR793599.729689	root;
ERR793599.735544	root;
ERR793599.747823	root;
ERR793599.753528	root;
ERR793599.24065	root;
ERR793599.45708	root;
ERR793599.82447	root;
ERR793599.85846	root;
ERR793599.131868	root;
ERR793599.150044	root;
ERR793599.159759	root;
ERR793599.182921	root;
ERR793599.216629	root;
ERR793599.223267	root;
ERR793599.255497	root;
ERR793599.262575	root;
ERR793599.268309	root;
ERR793599.286512	root;
ERR793599.391873	root;
ERR793599.408498	root;
ERR793599.519076	root;
ERR793599.599566	root;
ERR793599.672014	root;
ERR793599.729689	root;
ERR793599.747823	root;
ERR793599.753528	root;
ERR793599.513	root; cellular organisms; Bacteria;
ERR793599.2038	root; cellular organisms; Bacteria;
ERR793599.3255	root; cellular organisms; Bacteria;
ERR793599.3857	root; cellular organisms; Bacteria;
ERR793599.4605	root; cellular organisms; Bacteria;
ERR793599.6394	root; cellular organisms; Bacteria;
ERR793599.8183	root; cellular organisms; Bacteria;
ERR793599.9241	root; cellular organisms; Bacteria;
ERR793599.9899	root; cellular organisms; Bacteria;
ERR793599.10123	root; cellular organisms; Bacteria;
ERR793599.10361	root; cellular organisms; Bacteria;
ERR793599.10873	root; cellular organisms; Bacteria;
ERR793599.11773	root; cellular organisms; Bacteria;
ERR793599.12246	root; cellular organisms; Bacteria;
ERR793599.15255	root; cellular organisms; Bacteria;
ERR793599.16050	root; cellular organisms; Bacteria;
ERR793599.16249	root; cellular organisms; Bacteria;
ERR793599.16898	root; cellular organisms; Bacteria;
ERR793599.17354	root; cellular organisms; Bacteria;
ERR793599.18011	root; cellular organisms; Bacteria;
ERR793599.18739	root; cellular organisms; Bacteria;
ERR793599.19083	root; cellular organisms; Bacteria;
ERR793599.19426	root; cellular organisms; Bacteria;
ERR793599.19643	root; cellular organisms; Bacteria;
ERR793599.19941	root; cellular organisms; Bacteria;
ERR793599.21563	root; cellular organisms; Bacteria;
ERR793599.21984	root; cellular organisms; Bacteria;
ERR793599.23142	root; cellular organisms; Bacteria;
ERR793599.23777	root; cellular organisms; Bacteria;
ERR793599.24523	root; cellular organisms; Bacteria;
ERR793599.25679	root; cellular organisms; Bacteria;
ERR793599.25814	root; cellular organisms; Bacteria;
ERR793599.27274	root; cellular organisms; Bacteria;
ERR793599.27440	root; cellular organisms; Bacteria;
ERR793599.27959	root; cellular organisms; Bacteria;
ERR793599.30764	root; cellular organisms; Bacteria;
ERR793599.38462	root; cellular organisms; Bacteria;
ERR793599.38477	root; cellular organisms; Bacteria;
ERR793599.39276	root; cellular organisms; Bacteria;
ERR793599.41575	root; cellular organisms; Bacteria;
ERR793599.41876	root; cellular organisms; Bacteria;
ERR793599.43584	root; cellular organisms; Bacteria;
ERR793599.45307	root; cellular organisms; Bacteria;
ERR793599.46400	root; cellular organisms; Bacteria;
ERR793599.47887	root; cellular organisms; Bacteria;
ERR793599.49140	root; cellular organisms; Bacteria;
ERR793599.49584	root; cellular organisms; Bacteria;
ERR793599.51446	root; cellular organisms; Bacteria;
ERR793599.51866	root; cellular organisms; Bacteria;
ERR793599.52026	root; cellular organisms; Bacteria;
ERR793599.53898	root; cellular organisms; Bacteria;
ERR793599.54077	root; cellular organisms; Bacteria;
ERR793599.54657	root; cellular organisms; Bacteria;
ERR793599.55303	root; cellular organisms; Bacteria;
ERR793599.56204	root; cellular organisms; Bacteria;
ERR793599.56629	root; cellular organisms; Bacteria;
ERR793599.57647	root; cellular organisms; Bacteria;
ERR793599.57783	root; cellular organisms; Bacteria;
ERR793599.58919	root; cellular organisms; Bacteria;
ERR793599.59515	root; cellular organisms; Bacteria;
ERR793599.59947	root; cellular organisms; Bacteria;
ERR793599.60973	root; cellular organisms; Bacteria;
ERR793599.61350	root; cellular organisms; Bacteria;
ERR793599.61725	root; cellular organisms; Bacteria;
ERR793599.62309	root; cellular organisms; Bacteria;
ERR793599.64605	root; cellular organisms; Bacteria;
ERR793599.64982	root; cellular organisms; Bacteria;
ERR793599.65030	root; cellular organisms; Bacteria;
ERR793599.65932	root; cellular organisms; Bacteria;
ERR793599.66122	root; cellular organisms; Bacteria;
ERR793599.66296	root; cellular organisms; Bacteria;
ERR793599.66793	root; cellular organisms; Bacteria;
ERR793599.66958	root; cellular organisms; Bacteria;
ERR793599.67284	root; cellular organisms; Bacteria;
ERR793599.67387	root; cellular organisms; Bacteria;
ERR793599.70004	root; cellular organisms; Bacteria;
ERR793599.71206	root; cellular organisms; Bacteria;
ERR793599.71425	root; cellular organisms; Bacteria;
ERR793599.74426	root; cellular organisms; Bacteria;
ERR793599.74978	root; cellular organisms; Bacteria;
ERR793599.75173	root; cellular organisms; Bacteria;
ERR793599.75352	root; cellular organisms; Bacteria;
ERR793599.75503	root; cellular organisms; Bacteria;
ERR793599.77110	root; cellular organisms; Bacteria;
ERR793599.77116	root; cellular organisms; Bacteria;
ERR793599.79012	root; cellular organisms; Bacteria;
ERR793599.81404	root; cellular organisms; Bacteria;
ERR793599.81758	root; cellular organisms; Bacteria;
ERR793599.82462	root; cellular organisms; Bacteria;
ERR793599.84802	root; cellular organisms; Bacteria;
ERR793599.84888	root; cellular organisms; Bacteria;
ERR793599.85254	root; cellular organisms; Bacteria;
ERR793599.85518	root; cellular organisms; Bacteria;
ERR793599.85566	root; cellular organisms; Bacteria;
ERR793599.88017	root; cellular organisms; Bacteria;
ERR793599.88390	root; cellular organisms; Bacteria;
ERR793599.89913	root; cellular organisms; Bacteria;
ERR793599.90274	root; cellular organisms; Bacteria;
ERR793599.90442	root; cellular organisms; Bacteria;
ERR793599.90827	root; cellular organisms; Bacteria;
ERR793599.91128	root; cellular organisms; Bacteria;
ERR793599.92726	root; cellular organisms; Bacteria;
ERR793599.93128	root; cellular organisms; Bacteria;
ERR793599.94958	root; cellular organisms; Bacteria;
ERR793599.95538	root; cellular organisms; Bacteria;
ERR793599.97089	root; cellular organisms; Bacteria;
ERR793599.97765	root; cellular organisms; Bacteria;
ERR793599.97807	root; cellular organisms; Bacteria;
ERR793599.97967	root; cellular organisms; Bacteria;
ERR793599.99922	root; cellular organisms; Bacteria;
ERR793599.101049	root; cellular organisms; Bacteria;
ERR793599.103135	root; cellular organisms; Bacteria;
ERR793599.103479	root; cellular organisms; Bacteria;
ERR793599.104215	root; cellular organisms; Bacteria;
ERR793599.104253	root; cellular organisms; Bacteria;
ERR793599.104399	root; cellular organisms; Bacteria;
ERR793599.104631	root; cellular organisms; Bacteria;
ERR793599.104673	root; cellular organisms; Bacteria;
ERR793599.104904	root; cellular organisms; Bacteria;
ERR793599.105158	root; cellular organisms; Bacteria;
ERR793599.107517	root; cellular organisms; Bacteria;
ERR793599.107646	root; cellular organisms; Bacteria;
ERR793599.107781	root; cellular organisms; Bacteria;
ERR793599.107880	root; cellular organisms; Bacteria;
ERR793599.111767	root; cellular organisms; Bacteria;
ERR793599.113232	root; cellular organisms; Bacteria;
ERR793599.113288	root; cellular organisms; Bacteria;
ERR793599.117327	root; cellular organisms; Bacteria;
ERR793599.119077	root; cellular organisms; Bacteria;
ERR793599.120709	root; cellular organisms; Bacteria;
ERR793599.122899	root; cellular organisms; Bacteria;
ERR793599.125873	root; cellular organisms; Bacteria;
ERR793599.126903	root; cellular organisms; Bacteria;
ERR793599.127669	root; cellular organisms; Bacteria;
ERR793599.130469	root; cellular organisms; Bacteria;
ERR793599.130647	root; cellular organisms; Bacteria;
ERR793599.131158	root; cellular organisms; Bacteria;
ERR793599.132702	root; cellular organisms; Bacteria;
ERR793599.133882	root; cellular organisms; Bacteria;
ERR793599.133980	root; cellular organisms; Bacteria;
ERR793599.134116	root; cellular organisms; Bacteria;
ERR793599.134745	root; cellular organisms; Bacteria;
ERR793599.135789	root; cellular organisms; Bacteria;
ERR793599.137499	root; cellular organisms; Bacteria;
ERR793599.138891	root; cellular organisms; Bacteria;
ERR793599.139181	root; cellular organisms; Bacteria;
ERR793599.140015	root; cellular organisms; Bacteria;
ERR793599.140224	root; cellular organisms; Bacteria;
ERR793599.140816	root; cellular organisms; Bacteria;
ERR793599.143164	root; cellular organisms; Bacteria;
