"eggnog","SUBERR793600"
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1044 Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1088 dTDP-glucose 4-6-dehydratase;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1134 (ABC) transporter;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1181 cell wall formation (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1215 Glycosyl transferase, family 2;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1368 Sulfatase;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1519 3-Deoxy-D-manno-octulosonic-acid transferase;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1538 Membrane;",3
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1560 lipid a biosynthesis;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1589 Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. May control correct divisome assembly (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2089 synthase;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2222 carbohydrate binding;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2244 Polysaccharide biosynthesis protein;",2
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2853 (LipO)protein;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2891 Rod shape-determining protein MreD;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG2982 asmA family;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3511 phospholipase C;",2
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3637 Membrane;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG3765 lipopolysaccharide biosynthetic process;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4948 mandelate racemase muconate lactonizing;",2
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5039 Polysaccharide pyruvyl transferase;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG5434 Glycoside hydrolase family 28;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSR4 Outer membrane porin;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410ZU53 glycosyl transferase family;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111FMC N-acetylmuramoyl-L-alanine amidase;",1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111KXJ Outer membrane efflux protein;",1
"eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG0835 chew protein;",1
"eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1256 ciliary or bacterial-type flagellar motility;",1
"eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1298 Flagellar biosynthesis protein flha;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0071 response to heat;",4
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0265 Serine protease;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0443 Heat shock protein;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0459 Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0464 Aaa atpase;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0465 Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity);",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0466 ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner (By similarity);",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0484 ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity);",4
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0492 thioredoxin reductase;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0542 ATP-dependent CLP protease ATP-binding subunit;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0544 Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0612 peptidase';",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0691 Binds specifically to the SsrA RNA (tmRNA) and is required for stable association of SsrA with ribosomes (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0740 Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1138 cytochrome c-type biogenesis protein;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1222 26S protease regulatory subunit;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1391 Adenylation and deadenylation of glutamate--ammonia ligase (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1404 peptidase (S8 and S53, subtilisin, kexin, sedolisin;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1612 Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1764 Organic hydroperoxide resistance protein;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2214 DNAj domain protein;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2518 Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity);",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3555 beta-hydroxylase;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG3634 alkyl hydroperoxide reductase activity;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5021 ubiquitin protein ligase;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5078 ubiquitin-conjugating enzyme;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5140 Ubiquitin fusion degradation protein;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5206 phosphatidylinositol glycan anchor biosynthesis, class K;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5272 ubiquitin;",2
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5560 ubiquitin carboxyl-terminal hydrolase;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5597 Glycosyl Transferase;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XNTU protein ubiquitination;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ5K Ubox domain-containing protein;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ6Q peroxisomal biogenesis factor;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRI2 DnaJ (Hsp40) homolog, subfamily C, member 13;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRKY COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRR7 Calreticulin;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XUDQ Required for respiratory activity and maintenance and expression of the mitochondrial genome (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YDJ9 Subtilase family;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410YPVA RCE1 homolog, prenyl protein protease (S. cerevisiae);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111K44 Rho GDP dissociation inhibitor (GDI);",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111NFC Glutaredoxin;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111RE0 peptidase, M48;",1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG41121N2 zinc ion binding;",2
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0317 In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance (By similarity);",2
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0515 Serine Threonine protein kinase;",9
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0589 Universal stress protein;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0631 Phosphatase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0642 Histidine kinase;",2
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0745 regulatoR;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0835 chew protein;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1217 gtp-binding protein typa;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1391 Adenylation and deadenylation of glutamate--ammonia ligase (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2201 protein-glutamate methylesterase activity;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2204 two component, sigma54 specific, transcriptional regulator, Fis family;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2815 Serine Threonine protein kinase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3275 Histidine kinase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3712 Anti-feci sigma factor, fecr;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4191 Histidine kinase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4251 red, far-red light phototransduction;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4725 MT-A70 family;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5329 Phosphatase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNMH Histidine kinase;",4
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNY0 Mitogen-activated protein kinase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQI5 response regulator;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQJW Protein phosphatase 2, regulatory subunit B;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XRM1 Protein phosphatase 6, regulatory subunit;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XRQU regulator;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y3C2 response regulator (Receiver;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y515 associated kinase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410YBN4 G-type lectin S-receptor-like serine threonine-protein kinase;",1
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Z1TX response regulator (Receiver;",2
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111S3R Response Regulator;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0681 Signal peptidase i;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0706 Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG1459 Type ii secretion system;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG2095 multiple antibiotic resistance (MarC)-related protein;",2
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG3451 type IV secretion system protein;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5130 Prenylated RAB acceptor;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5196 Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XNME Type I secretion membrane fusion protein (HlyD;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPHD solute carrier family 4;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPSE Potassium voltage-gated channel, subfamily H (Eag-related), member;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPYK Phospholipid-transporting atpase;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XR4Q DUF907 domain protein;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XR54 Niemann-Pick disease type C1;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XRPR ran binding protein;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XSI1 Vacuolar Protein;",2
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XSJN secretory carrier membrane protein;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZD2D This protein is a component of the reaction center of photosystem II (By similarity);",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZMY0 cytoplasmic linker associated protein;",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111H3M Vps20-associated 1 homolog (S. cerevisiae);",1
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111X41 trafficking protein particle complex;",1
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG0732 Restriction modification system DNA (Specificity;",1
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1002 Type II restriction enzyme, methylase;",1
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1132 (ABC) transporter;",5
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1136 (ABC) transporter;",2
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1680 Beta-lactamase;",2
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG2274 (ABC) transporter;",1
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG4618 ABC transporter;",1
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;ENOG410XNVN Efflux transporter rnd family, mfp subunit;",1
"eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5023 protein polymerization;",1
"eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5059 Kinesin family member;",3
"eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5277 Actin-related protein;",1
"eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;ENOG410XPVJ GTPase activity;",1
"eggNOG;informationStorageAndProcessing;[A] RNA processing and modification;COG5049 5'-3' exoribonuclease;",5
"eggNOG;informationStorageAndProcessing;[B] Chromatin structure and dynamics;ENOG410XPH4 chromatin silencing at telomere;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0048 Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit (By similarity);",2
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0052 30S ribosomal protein S2;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0072 phenylalanyl-tRNA synthetase (beta subunit);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0073 Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0080 This protein binds directly to 23S ribosomal RNA (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0087 One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0088 One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0090 One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0094 This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0096 One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0097 This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0124 Histidyl-trna synthetase;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0144 nOP2 Sun;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0230 50s ribosomal protein l34;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0233 Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0268 Binds directly to 16S ribosomal RNA (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0335 This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0442 Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0480 Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity);",3
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0495 Leucyl-trna synthetase;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0522 One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0539 thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence (By similarity);",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0565 RNA methyltransferase TrmH family, group 1;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0617 Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0820 rRNA (adenine-C2-)-methyltransferase activity;",2
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG1236 cleavage and polyadenylation;",2
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG1544 sigma 54 modulation protein ribosomal protein S30ea;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG2051 40s ribosomal protein S27;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG2238 Ribosomal protein;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;ENOG410XSAV translation Initiation Factor;",1
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;ENOG411220Z Binds directly to 16S ribosomal RNA (By similarity);",1
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0195 Transcription elongation factor NusA;",2
